Title,Rating,Reviews,Phone,WhatsApp,Instagram,Facebook,Industry,Address,Website,Image,Amenities,Pitch,Latitude,Longitude,Google Maps Link,Source Query,City
Metrodocs Medical Clinic,4.7,(189),09694004666,https://wa.me/09694004666,https://www.instagram.com/metrodocs_siargao,https://www.facebook.com/clinicsiargao,Urgent care center,"PUROK 5, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVgTTCEnWyzM1haSbPr_rnENV66HlZhcrh9LzpxhuXiAr8dIB7ZFUBqQiBPiePBLT4AtPy2GHFjqZvHYYmoAD55leGV1nkU7SpadQzFmyOCGXH32nVV8Y7QuSHBrQvvyjvTpio4w8BI8Ff=w2048-h1536-k-no,,,9.7861781,126.1558629,https://www.google.com/maps/place/Metrodocs+Medical+Clinic/data=!4m7!3m6!1s0x3303f7d8f6d96085:0xa39ddc147fa69b4a!8m2!3d9.7861781!4d126.1558629!16s%2Fg%2F11f6lzps9k!19sChIJhWDZ9tj3AzMRSpumfxTcnaM?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Siargao Primary Care Facility,4.5,(22),09761723365,https://wa.me/09761723365,,https://www.facebook.com/siargaoprimarycarefacility,Medical diagnostic imaging center,"Back Road, Catangnan, General Luna, 8419 Surigao del Norte",https://www.facebook.com/siargaoprimarycarefacility,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9DNNxupU3VVjGsXAEPUfKHEz5tTfibuOEjp0948cMAHQFRQZ51cAFReyoKGp2Df1iKJt2eZ4QCX8Cn94sihFWOj9B8BqjqtMySOGGtZp2NDpacmCJH7im8_eNsyXf8Z6sMn3rnQ=w2048-h1536-k-no,"Wheelchair accessible, Wheelchair accessible entrance, Accessible",,9.8031127,126.1587849,https://www.google.com/maps/place/Siargao+Primary+Care+Facility/data=!4m7!3m6!1s0x3304090ff2bdbe75:0x75c6aab622afb7cb!8m2!3d9.8031127!4d126.1587849!16s%2Fg%2F11vyj7n48d!19sChIJdb698g8JBDMRy7evIraqxnU?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Dr. Boyd MD Medical,5.0,(31),09171323734,https://wa.me/09171323734,https://www.instagram.com/doctorboydmd,https://www.facebook.com/Dr.BoydMedClinic,Medical clinic,"Suite 210, Pops District Cloud, 9 Tourism Rd, Catangnan, General Luna, 8419 Surigao del Norte",https://thefilipinodoctor.com/doctor/christabeth-josefina-gupana,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVgTTCEnWyzM1haSbPr_rnENV66HlZhcrh9LzpxhuXiAr8dIB7ZFUBqQiBPiePBLT4AtPy2GHFjqZvHYYmoAD55leGV1nkU7SpadQzFmyOCGXH32nVV8Y7QuSHBrQvvyjvTpio4w8BI8Ff=w2048-h1536-k-no,,,9.81181,126.1632008,https://www.google.com/maps/place/Dr.+Boyd+MD+Medical/data=!4m7!3m6!1s0x3304091c396d9e13:0x3b45732d5ab2b8b3!8m2!3d9.81181!4d126.1632008!16s%2Fg%2F11wfg8mvy4!19sChIJE55tORwJBDMRs7iyWi1zRTs?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
The Raya Clinic Siargao,4.4,(70),09171117292,https://wa.me/09171117292,https://www.instagram.com/raya.clinicsiargao,https://www.facebook.com/therayaclinicsiargao,Hospital,"National Road, Poblacion IV (Purok IV), General Luna, 8419 Surigao del Norte",http://www.rayapreventive.com/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYdAeIGaAWpqX98Kog9JAvqx_MMYv4SPS5O1nn-qXj5vwELawdHo_fIWepOFNVF2ekHAGgLYGpKH9OkL-fqNW5tk1yAiHpQ6t5BYGudKxC0htqbbija70Lsc4r1ZYeXL296YhInKSQRjxD=w2048-h1536-k-no,,,9.7850943,126.1558999,https://www.google.com/maps/place/The+Raya+Clinic+Siargao/data=!4m7!3m6!1s0x3303f7d18c950f25:0x99101f30a68c688c!8m2!3d9.7850943!4d126.1558999!16s%2Fg%2F11y44qh55t!19sChIJJQ-VjNH3AzMRjGiMpjAfEJk?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Island Doctors PH,4.8,(15),09178484357,https://wa.me/09178484357,,https://www.facebook.com/islanddoctorsph,Medical clinic,"Q5M4+XFF, GMV Apartment Building, National Highway, Dapa - General Luna Rd, Purok 5, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVgTTCEnWyzM1haSbPr_rnENV66HlZhcrh9LzpxhuXiAr8dIB7ZFUBqQiBPiePBLT4AtPy2GHFjqZvHYYmoAD55leGV1nkU7SpadQzFmyOCGXH32nVV8Y7QuSHBrQvvyjvTpio4w8BI8Ff=w2048-h1536-k-no,,,9.7848744,126.156205,https://www.google.com/maps/place/Island+Doctors+PH/data=!4m7!3m6!1s0x3303f78996ec5619:0xe90b8a1f26db4559!8m2!3d9.7848744!4d126.156205!16s%2Fg%2F11hzwfshq6!19sChIJGVbslon3AzMRWUXbJh-KC-k?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Bright Medical Clinic Inc. (BMCI),4.0,(1),09177019852,https://wa.me/09177019852,https://www.instagram.com/brightmedicalclinic,https://www.facebook.com/BMCIclinicSiargao,Medical clinic,"BDO, 234 ESPIRIDION POBLACION 4, Siargao Island, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENILUgmxNBRX2WtACofuOu2E2h95I_KSEfnsxG2b49dpRxoT8jQMkG1Xk0wvw_FhuGY2-bqwPnEuN2jYYugK-DKGJY6iRU0-EUq8wg2K9gd9eDBc8K_eoCiEHaAh8zCs2oaVxuEQ=w2048-h1536-k-no,,,9.7855575,126.1556845,https://www.google.com/maps/place/Bright+Medical+Clinic+Inc.+%28BMCI%29/data=!4m7!3m6!1s0x2cd373fbe517ee33:0xc2a16f32d105ead!8m2!3d9.7855575!4d126.1556845!16s%2Fg%2F11s9y52drr!19sChIJM-4X5ftz0ywRrV4QLfMWKgw?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Eyog Dental Clinic - Siargao,4.7,(51),09234358312,https://wa.me/09234358312,https://www.instagram.com/eyogdentalclinic,https://www.facebook.com/eyogdentalclinic/,Emergency dental service,"Plaza Sumabat Purok I, General Luna, 8419 Surigao del Norte",https://cebudentalimplants.com/content/eyog-dental-clinic-siargao-del-norte-mindanao-cosmetic-implant-dentistry,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIRBM0lEXQKSPyFeY1FvT3MRofttB9bfFkS8jSq59Nj3KApgeWSxNkDXjptZjBnJh-cCO6nfUTrau6komf5ZVw1bp2iv-H-zSnymUQKOjPfiQwaYxBy2MmzCjhsgjhTJb_BThb2-v8WUWI=w2048-h1536-k-no,,,9.7819342,126.1562151,https://www.google.com/maps/place/Eyog+Dental+Clinic+-+Siargao/data=!4m7!3m6!1s0x3303f70a484cfecd:0x4d1157eb64f3f71!8m2!3d9.7819342!4d126.1562151!16s%2Fg%2F11nsvg5y0n!19sChIJzf5MSAr3AzMRcT9Ptn4V0QQ?authuser=0&hl=en&rclk=1,"medical clinic in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Siargao Pharmacy,4.1,(18),09851906835,https://wa.me/09851906835,https://www.instagram.com/momsiargaopharmacy,https://www.facebook.com/p,Pharmacy,"Siargao Island, Poblacion 2, Beside Don Macchiatos, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUi7gHB6ZGfKCMlCNoHbTQTeF1DzTtvJXkTK-yGjBDEUbjGzZmB2jpZ4QEbjir99J_DI3fU8uYsahAj-PLmnYxbr_Lf4lUW5K7jxmqElzd_WpBz1SomEqapzA2TgZ-8z1dfxsF=w2048-h1536-k-no,,,9.7837235,126.1563617,https://www.google.com/maps/place/Siargao+Pharmacy/data=!4m7!3m6!1s0x3303f7659a5c8c35:0x341698fa1e81c31d!8m2!3d9.7837235!4d126.1563617!16s%2Fg%2F11trq4zw97!19sChIJNYxcmmX3AzMRHcOBHvqYFjQ?authuser=0&hl=en&rclk=1,"pharmacy in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
MOM Pharmacy,4.2,(32),09173240572,https://wa.me/09173240572,,https://www.facebook.com/p,Pharmacy,"R535+7G9, Tourism Rd, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGGcFiY0ZAWDJUuM-vrdHC5fSu2oRvW5WK7v-mUFRo5Sb6yoeE0zIvK4pwxMXo5DQSzngHB2mYTqMqBrEowvn-yPpdfuVnr4YZf5mgBboJSrDq-6Hc05tR3RAdAUxtCepVi1z4=w2048-h1536-k-no,,,9.8031478,126.1588149,https://www.google.com/maps/place/MOM+Pharmacy/data=!4m7!3m6!1s0x3304098883ed5a75:0xf704178255648930!8m2!3d9.8031478!4d126.1588149!16s%2Fg%2F11trx55026!19sChIJdVrtg4gJBDMRMIlkVYIXBPc?authuser=0&hl=en&rclk=1,"pharmacy in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
EMERALD SPA SIARGAO,4.7,(77),09270314868,https://wa.me/09270314868,https://www.instagram.com/emeraldspasiargao,https://www.facebook.com/profile.php,Massage spa,"Siargao Island Located at Emerald House Village, Emerald SPA, Tourism rd, Siargao 💚💆, Catangnan, General Luna, 8419 Surigao del Norte",https://www.facebook.com/profile.php?id=100094283749171&mibextid=ZbWKwL&refid=17&paipv=0&eav=AfawykjGbiVPhFGBTMZ0aD1eDnnvJcrKD-ucmwNiBilEv0SddKZKU4Qdi0-5FVq3lXE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTYkrFuXSs1JqGsEQ5ywHcQrbyTtOyiUq6VKNFVnLVnerUdhGGl16D_lyqTIsfU9Si3qh62jEdhg8ooSz3pZ45NoakEaqPzhMmuJEEe3PDubGYW0qOlV_mn9o6jpLC-G6WuIBeNzfHen7b=w2048-h1536-k-no,Spa,,9.8106997,126.164722,https://www.google.com/maps/place/EMERALD+SPA+SIARGAO/data=!4m7!3m6!1s0x3304091c0983c5b1:0x4a5b34ad3dc31a4!8m2!3d9.8106997!4d126.164722!16s%2Fg%2F11vm9mfn15!19sChIJscWDCRwJBDMRpDHc00qzpQQ?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
CLOUD MASSAGE AND SPA,5.0,(43),09303649667,https://wa.me/09303649667,,https://www.facebook.com/people,Massage spa,"Surfing Spot, Cloud 9 Tower, Brgy.Catangnan Pops District Building 2nd Floor, Front Of, Tourism Rd, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEffJKn0lxg50C-X2s68Cw6FaMRL8GK0JeAyDPEfKrIGf7QH8jwp-X8ZnR5lyaHfaR2pFfzj6qvUI1NnGbja6keHbm6o5PCYsnn1l6OZLr2nBlc3NFrU2DwuWb4QzUYgNM6h0y8=w2048-h1536-k-no,Spa,,9.8118691,126.163156,https://www.google.com/maps/place/CLOUD+MASSAGE+AND+SPA/data=!4m7!3m6!1s0x33040978f8768175:0x10339c3390c3e708!8m2!3d9.8118691!4d126.163156!16s%2Fg%2F11vztw0jps!19sChIJdYF2-HgJBDMRCOfDkDOcMxA?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Mantra Home Service Massage - Siargao,4.8,(96),09164739899,https://wa.me/09164739899,https://www.instagram.com/mantrahsm.siargao,https://www.facebook.com/61566369599469,Massage spa,"Old Tourism Rd, Catangan, General Luna, 8419 Surigao del Norte",https://www.mantrahsm.com/siargao,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEffJKn0lxg50C-X2s68Cw6FaMRL8GK0JeAyDPEfKrIGf7QH8jwp-X8ZnR5lyaHfaR2pFfzj6qvUI1NnGbja6keHbm6o5PCYsnn1l6OZLr2nBlc3NFrU2DwuWb4QzUYgNM6h0y8=w2048-h1536-k-no,Spa,,9.8061752,126.160216,https://www.google.com/maps/place/Mantra+Home+Service+Massage+-+Siargao/data=!4m7!3m6!1s0x2bc0ac4c928239e1:0xbaac250705184fc4!8m2!3d9.8061752!4d126.160216!16s%2Fg%2F11wh80rh6q!19sChIJ4TmCkkyswCsRxE8YBQclrLo?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Sparaiso Siargao Massage and Spa,4.8,(74),09453221320,https://wa.me/09453221320,https://www.instagram.com/sparaisomassagesiargao,https://www.facebook.com/sparaiso.siargao,Massage spa,"Pang-Pang Back Road, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHBXXSvBvOaQWiAtLx5zCAxpHlCZCGW7xIevQNJzot6hHRs5RdjhTPoTl-OBNsh-1rux50FUyPQFLKaimT0lxbvpydGsVt7_XdH3FVIUIwZNm-Z3Ec4UK29SrhRbF9d0b8pvHmVQ=w2048-h1536-k-no,Spa,,9.7968003,126.1572915,https://www.google.com/maps/place/Sparaiso+Siargao+Massage+and+Spa/data=!4m7!3m6!1s0x3303f7205e07bb41:0xdec7531632f3fa4a!8m2!3d9.7968003!4d126.1572915!16s%2Fg%2F11kqxy76zz!19sChIJQbsHXiD3AzMRSvrzMhZTx94?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
SIARGAO MASSAGE SPA,5.0,(5),09543594585,https://wa.me/09543594585,,http://www.facebook.com/siargao.massagespa.2025,Massage spa,"purok 3 Tourism Rd, General Luna, 8419 Surigao del Norte",http://www.facebook.com/siargao.massagespa.2025,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4NxOgoSRxqswMNtjd3Ok7UIUSVVdTOHvozAOpjihwA_vg5eFShvcONRFNggTZU7HN1AMhTNDqRKvTccayg61_BQTevZYS_mLRtWbYOidDHzeQ8VyHEDBs3oDw0TGRk7z0KGJ_Wd1OrL8=w2048-h1536-k-no,Spa,,9.7852276,126.1604048,https://www.google.com/maps/place/SIARGAO+MASSAGE+SPA/data=!4m7!3m6!1s0x3303f7ae725544ab:0x989079eb5449925b!8m2!3d9.7852276!4d126.1604048!16s%2Fg%2F11mrn_gkqx!19sChIJq0RVcq73AzMRW5JJVOt5kJg?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
LAWOD MASSAGE and SPA,4.3,(149),09092857720,https://wa.me/09092857720,,https://www.facebook.com/pages,Spa,"Poblacion V (Purok V), General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE42eoHqlDLnLsXB8cSRsjw_Mx46QYpRcXvPDmLJVZlxrA2o-blGJJo9jZDQEVQq99fa-9BnxLGeHdg425KuvFd25oJtpI_Gi2NDcOqi2LCX0HX0XrJr9s_DbNP33uaMHywtN9E=w2048-h1536-k-no,Spa,,9.7961096,126.1602446,https://www.google.com/maps/place/LAWOD+MASSAGE+and+SPA/data=!4m7!3m6!1s0x3303f61a68a48e1b:0xb6821536b03ce8d5!8m2!3d9.7961096!4d126.1602446!16s%2Fg%2F11hbb_bwwf!19sChIJG46kaBr2AzMR1eg8sDYVgrY?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
Perisseia Spa Siargao,4.9,(51),09453624410,https://wa.me/09453624410,,https://www.facebook.com/perisseiaspasiargao,Massage spa,"Purok 3, In front of Watsons, 3 Tourism Rd, Poblacion, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGozex4JEaBD29hXh5hDV8HecvwW4MGktP0UaX3TMMORakDi-fPc6Zs8mJq4uD7oa0bfgZyEw9Bv9eXzzODqwbGFRwEbaEBQsvbvtv79Efb2hZpPMjnIsa9-D-JEwkZx8zFI-2FoN5OgWTh=w2048-h1536-k-no,Spa,,9.7874416,126.1627215,https://www.google.com/maps/place/Perisseia+Spa+Siargao/data=!4m7!3m6!1s0x3303f76fcf5081b5:0xf08f626ab405b0e!8m2!3d9.7874416!4d126.1627215!16s%2Fg%2F11yqv2k6vx!19sChIJtYFQz2_3AzMRDltAqyb2CA8?authuser=0&hl=en&rclk=1,"massage spa in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
