Title,Rating,Reviews,Phone,WhatsApp,Instagram,Facebook,Industry,Address,Website,Image,Amenities,Pitch,Latitude,Longitude,Google Maps Link,Source Query,City
Bucas Grande Balanghai Hotel,4.3,(7),09078931233,https://wa.me/09078931233,,https://www.facebook.com/Bucas-Grande-Balanghai-Hotel-Socorro-Surigao-del-Norte-429158713807169,Hotel,"JX88+WC3, Socorro - Estrella - Pamosaingan Rd, Socorro, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGIwGr1RArzR0Xk9QRvlbvojlSbJ0xABf96bp2OSCOAkBf5b5HBmNdVAmtj-kGR4dLt0rA3smC9WurKc0_bSHRmDMy8owYX8-YnUTIetd9wgakAqaC7AaRFbacj6s6CuCwYwHLfA=w2048-h1536-k-no,,"An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Bucas Grande Balanghai Hotel pitches itself to travelers wanting a relaxed base. It currently sits at 4.3 across 7 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Best for: travelers wanting comfort and a relaxed island stay.",9.6172562,125.9660364,https://www.google.com/maps/place/Bucas+Grande+Balanghai+Hotel/data=!4m7!3m6!1s0x3303e3b6eefc58db:0x7637427facfd8f88!8m2!3d9.6172562!4d125.9660364!16s%2Fg%2F11b6q88vgf!19sChIJ21j87rbjAzMRiI_9rH9CN3Y?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Sohoton Island Paradise Resort,4.3,(6),09173076324,https://wa.me/09173076324,,https://www.facebook.com/SohotonIPResort?mibextid=LQQJ4d,Hotel,"Socorro, Surigao del Norte",https://www.facebook.com/SohotonIPResort?mibextid=LQQJ4d,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERE87ADe2o1N7mRU2qRKgGd5tl07IvRm1vL50ikmq9y8rTRKjtRhfY3XoGwxdIhwA0RlAX0M8QKRA-ESVye_kcIOf0aqTaRWWSuNeQbgPTu-OUuTnLb3l0li9gARoeZYIeYHJ-=w2048-h1536-k-no,,"An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Sohoton Island Paradise Resort pitches itself to travelers wanting a relaxed base. It currently sits at 4.3 across 6 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Best for: travelers wanting comfort and a relaxed island stay.",9.6226998,125.8978272,https://www.google.com/maps/place/Sohoton+Island+Paradise+Resort/data=!4m7!3m6!1s0x33015895f3d6e563:0xd91f1de7a342769d!8m2!3d9.6226998!4d125.8978272!16s%2Fg%2F11ddx0gg0d!19sChIJY-XW85VYATMRnXZCo-cdH9k?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Anthony's Seaside Guesthouse,4.3,(6),09504238937,https://wa.me/09504238937,,https://www.facebook.com/ttb33758,Hotel,"JX78+V2X, Socorro - Estrella - Pamosaingan Rd, Albino Taruc, Socorro, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_Fkzp-Gv7mxbHVqUxoBEUaS0uEMQ8xC80lav7Xob_VV9H11n7CPRgn6ch3TPWUkH3hYBZ53J-ieXW9DvTeBp0jTS9HZDu96GKpl76pOniCjPLnsUJFx62FPmzLYlEb5CNyaS71Q=w2048-h1536-k-no,"Breakfast, Beachfront","An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Anthony's Seaside Guesthouse pitches itself to travelers wanting a relaxed base. It currently sits at 4.3 across 6 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Amenities include breakfast, beachfront. Best for: travelers wanting comfort and a relaxed island stay.",9.6147345,125.9651211,https://www.google.com/maps/place/Anthony%27s+Seaside+Guesthouse/data=!4m7!3m6!1s0x3303e3b61a451997:0x7e2b909b4ba5a939!8m2!3d9.6147345!4d125.9651211!16s%2Fg%2F11b6q96lfm!19sChIJlxlFGrbjAzMROamlS5uQK34?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Sohoton Cove,4.4,(244),09458259355,https://wa.me/09458259355,https://www.instagram.com/siargaohotels/,https://www.facebook.com/SiargaoHotels.ph/,Tourist attraction,"Sohoton Cove, Socorro, 8416 Surigao del Norte",https://siargaohotels.ph/tours/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFH-1LfOekbVuC-gTFoLtHXZQ2K5y0T8Mrvz9PF5eqV-ksr_UXRcWCXbfxgw9L1qeAWoLUKALgjqOkw3DXjZTCd8CI4nmfhJr9WbUHgd5uvDZsyrhXgzRHeaTErJFK8KtNScybTJQ=w2048-h1536-k-no,"Wheelchair accessible, Wheelchair accessible entrance, Accessible","A protected national park on Bucas Grande Island reached only by boat at the right tide, threading through a low cave mouth into a hidden world of lagoons, caves and a stingless jellyfish sanctuary. Highlights include cliff jumping at Magkukuob Cave and kayaking through quiet emerald inlets. A full-day adventure from Siargao or Socorro. Best for: adventurous travelers wanting caves, lagoons and a once-in-a-trip jellyfish swim.",9.5995772,125.9165265,https://www.google.com/maps/place/Sohoton+Cove/data=!4m7!3m6!1s0x3303e1fb7f4a485b:0x5b425b9f99abd0ec!8m2!3d9.5995772!4d125.9165265!16s%2Fg%2F11b6_cy60_!19sChIJW0hKf_vhAzMR7NCrmZ9bQls?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Leeter Island,5.0,(3),,,,https://www.facebook.com/LGU.Dapa,Hotel,"P3H7+QV9, Dapa, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqkqQRwgFPeSSqnjcA-_CuJ5gACgQ40LHSadRA9JRka8Q8WsZm38D66ocDRnqx9VHEhWeq4ItocwJcubsO1bvDValFC_7ms47fvYaO0SDw-6zfqcC8gvTV6-gatyTedv05nKwImg=w2048-h1536-k-no,,"An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Leeter Island pitches itself to travelers wanting a relaxed base. It currently sits at 5.0 across 3 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Best for: travelers wanting comfort and a relaxed island stay.",9.7294212,126.064739,https://www.google.com/maps/place/Leeter+Island/data=!4m7!3m6!1s0x3303fba9bdd829ab:0x96a1118deb53967c!8m2!3d9.7294212!4d126.064739!16s%2Fg%2F11fct7v7jn!19sChIJqynYvan7AzMRfJZT640RoZY?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Dagatan Sifai Resort,4.2,(14),,,,https://www.facebook.com/dagatansifairesort?mibextid=LQQJ4d,Resort hotel,"HWXH+G3W, Socorro, Surigao del Norte",https://www.facebook.com/dagatansifairesort?mibextid=LQQJ4d,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0yx8fnGDRNbf--OlNLQuKD24Xfwww97KmW_6_fFgjTSQ31E0qphKsRnRx-kLWjg2Ruszq-4DdKMzM8t-L2eaX02Qw-nSYeTujKLBqk-0-MZXTqD96EdbYn18C0pp59dPke2rscOI4nLmm=w2048-h1536-k-no,"Breakfast, Beachfront","An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Dagatan Sifai Resort pitches itself to travelers wanting a relaxed base. It currently sits at 4.2 across 14 reviews. Amenities include breakfast, beachfront. Best for: travelers wanting comfort and a relaxed island stay.",9.5988612,125.9276968,https://www.google.com/maps/place/Dagatan+Sifai+Resort/data=!4m7!3m6!1s0x3303e1f7c090b20b:0xce11c76040998adb!8m2!3d9.5988612!4d125.9276968!16s%2Fg%2F11by_dq511!19sChIJC7KQwPfhAzMR24qZQGDHEc4?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Tiktikan Lagoon Cottages,4.3,(66),,,,https://www.facebook.com/lagoontiktikan?mibextid=LQQJ4d,Public beach,"JW56+RQQ, Socorro, Surigao del Norte",https://www.facebook.com/lagoontiktikan?mibextid=LQQJ4d,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxh1vDpq2pbXB1oAbu8WdCE5jgnOFG2KKTzJ8A3xz1DdOxmKiFRTakDcKvHUVe8A3-rt0UTbUK-cBqvjOOJm6D_cd43v89BxPHqfdGPL2Chus_Cqe3hsMJAHU0pyznMyOheg=w2048-h1536-k-no,"Breakfast, Wheelchair accessible, Wheelchair accessible entrance, Accessible","A spot worth a look around Bucas Grande, the lagoon-and-cave island near Siargao, Tiktikan Lagoon Cottages draws travelers exploring the area. It currently sits at 4.3 across 66 reviews. Amenities include breakfast, wheelchair accessible, wheelchair accessible entrance, accessible. Best for: day-trippers and nature lovers.",9.6095852,125.91198,https://www.google.com/maps/place/Tiktikan+Lagoon+Cottages/data=!4m7!3m6!1s0x330158a8f0f82687:0xf77cf3f0abe36a0a!8m2!3d9.6095852!4d125.91198!16s%2Fg%2F11bzt66462!19sChIJhyb48KhYATMRCmrjq_DzfPc?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Bucas Grande Tour Company,4.0,(12),09176777010,https://wa.me/09176777010,,https://www.facebook.com/SohotonTourCompany,Tourist attraction,"Burgos Street, Taruc, Socorro, 8400 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQEszhjrOJhOAGJBHA-tY9s_0WPHNFrWVhpp_kcFfl2ePGORU70qhn-OuopbQKRw4SOMiJFMq54SmfACrTo05gH3eg8XJV1PsKsZNkBRtSEeCoH4LV6URyP47LtL_kIUvj6kJ3=w2048-h1536-k-no,,"A spot worth a look around Bucas Grande, the lagoon-and-cave island near Siargao, Bucas Grande Tour Company draws travelers exploring the area. It currently sits at 4.0 across 12 reviews. As with most island operators here, booking ahead in peak season is wise. Best for: travelers booking island hops and day trips.",9.617024,125.965518,https://www.google.com/maps/place/Bucas+Grande+Tour+Company/data=!4m7!3m6!1s0x3303e3b68d3ca119:0xe4d4e4ad06b3a10c!8m2!3d9.617024!4d125.965518!16s%2Fg%2F11c6cr7plr!19sChIJGaE8jbbjAzMRDKGzBq3k1OQ?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Island Vacations Country Inn,4.3,(4),09199897331,https://wa.me/09199897331,,https://www.facebook.com/1628672860721588,Hotel,"JX88+W84, Socorro - Estrella - Pamosaingan Rd, Socorro, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF36zfPe8eTHWcTB1OjwJy7mCvygUI-GRJXfwbQyb895NPPfA11Y-vnyNY5edChpXOaNk7XJLk-uecGlKGyRKnIn_1B7NDLn7oMqxNje6O_HgpngEFmscgFhGgiXtClXrhVNY=w2048-h1536-k-no,Breakfast,"An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Island Vacations Country Inn pitches itself to travelers wanting a relaxed base. It currently sits at 4.3 across 4 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Amenities include breakfast. Best for: travelers wanting comfort and a relaxed island stay.",9.6172695,125.9658415,https://www.google.com/maps/place/Island+Vacations+Country+Inn/data=!4m7!3m6!1s0x3303e3b6ec5b6b3f:0x37c1c49ec975dc75!8m2!3d9.6172695!4d125.9658415!16s%2Fg%2F11b6q9wlpx!19sChIJP2tb7LbjAzMRddx1yZ7EwTc?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Happy-Place Resort,4.7,(6),,,,https://www.facebook.com/TheHappyPlaceResort/,Tourist attraction,"HWGP+WM6 Barangay Doña Helena, Socorro, Surigao del Norte",https://www.facebook.com/TheHappyPlaceResort/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEY5sw18H7R0nlZEHiFH8lKWwqL-SHZ6E_kzzqvx3y_mUwrbp9msfQWNY0Sle04-lL2D-2OLiRgPiT9XdBl_VCQ-dODOWGX9I43YPZXseShsEdCqdRBEhMZMXYyTf7y2FxCHNMLcQ=w2048-h1536-k-no,,"A spot worth a look around Bucas Grande, the lagoon-and-cave island near Siargao, Happy-Place Resort draws travelers exploring the area. It currently sits at 4.7 across 6 reviews. Honest read: only a handful of reviews so far, but early feedback leans positive. Best for: travelers booking island hops and day trips.",9.5772945,125.9366397,https://www.google.com/maps/place/Happy-Place+Resort/data=!4m7!3m6!1s0x3303e18bab53c7a5:0xfb0e08d0858bdff2!8m2!3d9.5772945!4d125.9366397!16s%2Fg%2F11rv5yvvt5!19sChIJpcdTq4vhAzMR8t-LhdAIDvs?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
Villa Harkrisha Resort,3.8,(24),09283214736,https://wa.me/09283214736,https://www.instagram.com/villaharkrisharesort,https://www.facebook.com/VillaHarkrisha,Resort hotel,"JX78+X42, Albino Taruc, Socorro, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTART46pj-iYmi_hFsPe1D80UszE77APsJlPXywH1pO6uWLUKG46coF0tm3SwWwkTEWlqlj5x8Y_VRMop4wd9D-c0ZiHUc05xbyDzxU7dyAGovatQsapuFgzvjb0unKnuHPxKl=w2048-h1536-k-no,,"An island stay around Bucas Grande, the lagoon-and-cave island near Siargao, Villa Harkrisha Resort pitches itself to travelers wanting a relaxed base. It currently sits at 3.8 across 24 reviews. Honest read: a solid-not-spectacular 3.8 rating, dependable rather than dazzling. Best for: travelers wanting comfort and a relaxed island stay.",9.6148998,125.9652514,https://www.google.com/maps/place/Villa+Harkrisha+Resort/data=!4m7!3m6!1s0x3303e3b610d20981:0xdb9ca1301c2d4df9!8m2!3d9.6148998!4d125.9652514!16s%2Fg%2F11byz4_k4l!19sChIJgQnSELbjAzMR-U0tHDChnNs?authuser=0&hl=en&rclk=1,"guesthouses in Bucas Grande, Siargao & Surigao, Philippines",Bucas Grande
